20:43:30.402221,Pavel,410440833,/hi
20:43:34.935454,Pavel,410440833,/hello
20:43:37.649530,Pavel,410440833,/sum 2 3
02:52:32.224910,Pavel,410440833,/hello
19:53:23.905301,Pavel,410440833,/help
05:01:19.356334,Pavel,410440833,/hi
05:03:47.495537,Pavel,410440833,/hi
05:04:14.060122,Pavel,410440833,/hi
05:12:40.312645,Pavel,410440833,/hi
05:12:51.542501,Pavel,410440833,/hello
05:12:56.094692,Pavel,410440833,/sum
05:13:08.446068,Pavel,410440833,/sum 5 8
05:13:12.147129,Pavel,410440833,/hi
05:13:14.443700,Pavel,410440833,/help
02:46:33.421727,Pavel,410440833,/start
02:48:00.946587,Pavel,410440833,/start
22:40:30.707583,Pavel,410440833,/start
22:43:37.507158,Pavel,410440833,/start
22:43:41.698207,Pavel,410440833,/start
22:43:44.569978,Pavel,410440833,/start
23:34:09.059633,Pavel,410440833,/start
23:34:42.503877,Pavel,410440833,/start
23:35:17.189983,Pavel,410440833,/start
23:35:48.504177,Pavel,410440833,/start
23:37:08.244215,Pavel,410440833,/start
23:37:30.730563,Pavel,410440833,/start
23:37:33.685180,Pavel,410440833,/start
23:39:07.443358,Pavel,410440833,/start
23:46:25.598542,Pavel,410440833,/start
23:47:20.436623,Pavel,410440833,/start
23:47:30.975818,Pavel,410440833,/start
23:47:57.428200,Pavel,410440833,/start
23:49:16.287511,Pavel,410440833,/start
23:50:32.536752,Pavel,410440833,/start
23:52:15.651766,Pavel,410440833,/start
23:54:09.626094,Pavel,410440833,/start
23:54:30.881576,Pavel,410440833,/start
00:06:14.108841,Pavel,410440833,/start
00:06:26.779807,Pavel,410440833,/start
00:09:15.153278,Pavel,410440833,/start
00:12:49.852309,Pavel,410440833,/start
01:02:22.587363,Pavel,410440833,/start
01:03:19.866244,Pavel,410440833,/start
01:04:56.250099,Pavel,410440833,/start
01:05:42.353429,Pavel,410440833,/start
01:06:27.584683,Pavel,410440833,/start
01:06:59.996801,Pavel,410440833,/start
01:09:13.512855,Pavel,410440833,/start
01:14:32.469722,Pavel,410440833,/start
01:15:30.238188,Pavel,410440833,/start
01:19:09.055992,Pavel,410440833,/start
01:19:50.135593,Pavel,410440833,/start
01:20:43.903038,Pavel,410440833,/start
01:21:08.005482,Pavel,410440833,/start
01:21:29.297634,Pavel,410440833,/start
01:22:07.160998,Pavel,410440833,/start
01:22:32.423596,Pavel,410440833,/start
01:22:44.286609,Pavel,410440833,/start
01:23:37.273196,Pavel,410440833,/start
01:24:01.460512,Pavel,410440833,/start
01:25:04.108777,Pavel,410440833,/start
01:25:23.281589,Pavel,410440833,/start
01:26:39.793012,Pavel,410440833,/start
01:27:04.463571,Pavel,410440833,/start
01:27:30.044617,Pavel,410440833,/start
01:28:09.724758,Pavel,410440833,/start
01:28:26.423185,Pavel,410440833,/start
01:28:40.438290,Pavel,410440833,/start
01:28:56.472651,Pavel,410440833,/start
01:29:11.518538,Pavel,410440833,/start
01:29:46.881791,Pavel,410440833,/start
01:40:46.838814,Pavel,410440833,/start
01:40:56.986451,Pavel,410440833,/start
02:11:14.877261,Pavel,410440833,/start
02:12:48.028255,Pavel,410440833,/start
02:14:14.365822,Pavel,410440833,/start
02:14:50.007666,Pavel,410440833,/start
02:15:22.066620,Pavel,410440833,/start
02:16:36.552975,Pavel,410440833,/start
02:19:08.098943,Pavel,410440833,/start
02:19:42.687069,Pavel,410440833,/start
02:19:52.118730,Pavel,410440833,/start
02:19:59.336802,Pavel,410440833,/sum
02:20:06.339383,Pavel,410440833,/sum 3 8
02:25:08.637729,Pavel,410440833,/calc 10 + 10
02:26:22.553096,Pavel,410440833,/calc
02:26:29.674281,Pavel,410440833,/calc 10 + 10
02:27:39.094798,Pavel,410440833,/calc 10 + 10
02:27:59.155376,Pavel,410440833,/calc 10 + 10
02:30:22.273876,Pavel,410440833,/calc 10 + 10
02:30:53.626045,Pavel,410440833,/calc 10 + 10
02:31:45.288072,Pavel,410440833,/calc 10 + 10
02:31:53.017635,Pavel,410440833,/calc 10 * 10
02:34:13.635927,Pavel,410440833,/start
02:34:32.528940,Pavel,410440833,/start
02:34:51.412242,Pavel,410440833,/calc 26 ** 2
03:08:12.713943,Pavel,410440833,/start
03:08:24.900626,Pavel,410440833,/start
03:09:35.465504,Pavel,410440833,/calc 56 **8
03:10:01.609114,Pavel,410440833,/calc 65 + 56
03:12:41.822665,Pavel,410440833,/calc 65 - 5
03:12:49.824970,Pavel,410440833,/calc 89 ** 89
03:13:01.578849,Pavel,410440833,/calc 89 / 4
03:13:18.243236,Pavel,410440833,/calc 56 * 78 +56 / 4
03:13:37.155196,Pavel,410440833,/calc 56 * 78
03:13:47.777779,Pavel,410440833,/calc 56 * 78 / 2
03:14:09.664670,Pavel,410440833,/calc 89 * 4
03:14:18.834545,Pavel,410440833,/calc 56 ** 12
03:14:26.663219,Pavel,410440833,/calc 89784 / 456
